	id	from	to	nameslabel
7059	MAR05166	L-arginyl-tRNA(arg)|ic	tRNA(ala)|ic	BMP1
7060	MAR05166	L-arginyl-tRNA(arg)|ic	tRNA(gly)|ic	BMP1
7061	MAR05166	L-leucyl-tRNA(leu)|ic	tRNA(leu)|ic	BMP1
7062	MAR05166	L-leucyl-tRNA(leu)|ic	tRNA(pro)|ic	BMP1
7063	MAR05166	L-leucyl-tRNA(leu)|ic	tRNA(his)|ic	BMP1
7064	MAR05166	L-leucyl-tRNA(leu)|ic	tRNA(trp)|ic	BMP1
7065	MAR05166	L-leucyl-tRNA(leu)|ic	tRNA(tyr)|ic	BMP1
7066	MAR05166	L-leucyl-tRNA(leu)|ic	tRNA(met)|ic	BMP1
7067	MAR05166	L-leucyl-tRNA(leu)|ic	tRNA(val)|ic	BMP1
7068	MAR05166	L-leucyl-tRNA(leu)|ic	tRNA(arg)|ic	BMP1
7069	MAR05166	L-leucyl-tRNA(leu)|ic	tRNA(thr)|ic	BMP1
7070	MAR05166	L-leucyl-tRNA(leu)|ic	tRNA(phe)|ic	BMP1
7071	MAR05166	L-leucyl-tRNA(leu)|ic	tRNA(asn)|ic	BMP1
7072	MAR05166	L-leucyl-tRNA(leu)|ic	tRNA(lys)|ic	BMP1
7073	MAR05166	L-leucyl-tRNA(leu)|ic	tRNA(asp)|ic	BMP1
7074	MAR05166	L-leucyl-tRNA(leu)|ic	apoA1|ic	BMP1
7075	MAR05166	L-leucyl-tRNA(leu)|ic	tRNA(ser)|ic	BMP1
7076	MAR05166	L-leucyl-tRNA(leu)|ic	tRNA(glu)|ic	BMP1
7077	MAR05166	L-leucyl-tRNA(leu)|ic	tRNA(gln)|ic	BMP1
7078	MAR05166	L-leucyl-tRNA(leu)|ic	tRNA(ala)|ic	BMP1
7079	MAR05166	L-leucyl-tRNA(leu)|ic	tRNA(gly)|ic	BMP1
7080	MAR07619	[protein]-L-tyrosine|ic	[protein]-tyrosine-O-sulfate|ic	TPST2 TPST1
7081	MAR07619	[protein]-L-tyrosine|ic	PAP|ic	TPST2 TPST1
7082	MAR07619	PAPS|ic	[protein]-tyrosine-O-sulfate|ic	TPST2 TPST1
7083	MAR07619	PAPS|ic	PAP|ic	TPST2 TPST1
7084	MAR07622	[protein]-L-arginine|ic	[protein]-L-citrulline|ic	PADI2 PADI3 PADI1 PADI4 PADI6
7085	MAR07622	[protein]-L-arginine|ic	NH4+|ic	PADI2 PADI3 PADI1 PADI4 PADI6
7086	MAR07624	[protein]-omega-N-(ADP-D-ribosyl)-L-arginine|ic	[protein]-L-arginine|ic	ADPRH
7087	MAR07624	[protein]-omega-N-(ADP-D-ribosyl)-L-arginine|ic	ADP-ribose|ic	ADPRH
7088	MAR07626	N(omega)-(ADP-D-ribosyl)-L-arginine|ic	arginine|ic	ADPRH
7089	MAR07626	N(omega)-(ADP-D-ribosyl)-L-arginine|ic	ADP-ribose|ic	ADPRH
7090	MAR05258	albumin|ic	lysine|ic	ALB
7091	MAR05258	albumin|ic	valine|ic	ALB
7092	MAR05258	albumin|ic	threonine|ic	ALB
7093	MAR05258	albumin|ic	glycine|ic	ALB
7094	MAR05258	albumin|ic	glutamine|ic	ALB
7095	MAR05258	albumin|ic	arginine|ic	ALB
7096	MAR05258	albumin|ic	methionine|ic	ALB
7097	MAR05258	albumin|ic	tyrosine|ic	ALB
7098	MAR05258	albumin|ic	tryptophan|ic	ALB
7099	MAR05258	albumin|ic	serine|ic	ALB
7100	MAR05258	albumin|ic	phenylalanine|ic	ALB
7101	MAR05258	albumin|ic	aspartate|ic	ALB
7102	MAR05258	albumin|ic	isoleucine|ic	ALB
7103	MAR05258	albumin|ic	alanine|ic	ALB
7104	MAR05258	albumin|ic	histidine|ic	ALB
7105	MAR05258	albumin|ic	proline|ic	ALB
7106	MAR05258	albumin|ic	glutamate|ic	ALB
7107	MAR05258	albumin|ic	leucine|ic	ALB
7108	MAR05258	albumin|ic	cysteine|ic	ALB
7109	MAR05258	albumin|ic	asparagine|ic	ALB
7110	MAR05259	albumin|ic	lysine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7111	MAR05259	albumin|ic	valine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7112	MAR05259	albumin|ic	threonine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7113	MAR05259	albumin|ic	glycine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7114	MAR05259	albumin|ic	glutamine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7115	MAR05259	albumin|ic	arginine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7116	MAR05259	albumin|ic	methionine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7117	MAR05259	albumin|ic	tyrosine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7118	MAR05259	albumin|ic	tryptophan|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7119	MAR05259	albumin|ic	serine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7120	MAR05259	albumin|ic	phenylalanine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7121	MAR05259	albumin|ic	alanine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7122	MAR05259	albumin|ic	isoleucine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7123	MAR05259	albumin|ic	aspartate|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7124	MAR05259	albumin|ic	histidine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7125	MAR05259	albumin|ic	proline|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7126	MAR05259	albumin|ic	glutamate|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7127	MAR05259	albumin|ic	leucine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7128	MAR05259	albumin|ic	cysteine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7129	MAR05259	albumin|ic	asparagine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7130	MAR05261	antichymotrypsin|ic	lysine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7131	MAR05261	antichymotrypsin|ic	valine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7132	MAR05261	antichymotrypsin|ic	threonine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7133	MAR05261	antichymotrypsin|ic	glycine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7134	MAR05261	antichymotrypsin|ic	glutamine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7135	MAR05261	antichymotrypsin|ic	arginine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7136	MAR05261	antichymotrypsin|ic	methionine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7137	MAR05261	antichymotrypsin|ic	tyrosine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7138	MAR05261	antichymotrypsin|ic	tryptophan|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7139	MAR05261	antichymotrypsin|ic	serine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7140	MAR05261	antichymotrypsin|ic	phenylalanine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7141	MAR05261	antichymotrypsin|ic	alanine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7142	MAR05261	antichymotrypsin|ic	isoleucine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7143	MAR05261	antichymotrypsin|ic	aspartate|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7144	MAR05261	antichymotrypsin|ic	histidine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7145	MAR05261	antichymotrypsin|ic	proline|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7146	MAR05261	antichymotrypsin|ic	glutamate|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7147	MAR05261	antichymotrypsin|ic	leucine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7148	MAR05261	antichymotrypsin|ic	cysteine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7149	MAR05261	antichymotrypsin|ic	asparagine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7150	MAR05263	antitrypsin|ic	lysine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7151	MAR05263	antitrypsin|ic	valine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7152	MAR05263	antitrypsin|ic	threonine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7153	MAR05263	antitrypsin|ic	glycine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7154	MAR05263	antitrypsin|ic	glutamine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7155	MAR05263	antitrypsin|ic	arginine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7156	MAR05263	antitrypsin|ic	methionine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7157	MAR05263	antitrypsin|ic	tyrosine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7158	MAR05263	antitrypsin|ic	tryptophan|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7159	MAR05263	antitrypsin|ic	serine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7160	MAR05263	antitrypsin|ic	phenylalanine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7161	MAR05263	antitrypsin|ic	alanine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7162	MAR05263	antitrypsin|ic	isoleucine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7163	MAR05263	antitrypsin|ic	aspartate|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7164	MAR05263	antitrypsin|ic	histidine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7165	MAR05263	antitrypsin|ic	proline|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7166	MAR05263	antitrypsin|ic	glutamate|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7167	MAR05263	antitrypsin|ic	leucine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7168	MAR05263	antitrypsin|ic	cysteine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7169	MAR05263	antitrypsin|ic	asparagine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7170	MAR05265	apoB100|ic	lysine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7171	MAR05265	apoB100|ic	valine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7172	MAR05265	apoB100|ic	threonine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7173	MAR05265	apoB100|ic	glycine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7174	MAR05265	apoB100|ic	glutamine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7175	MAR05265	apoB100|ic	arginine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7176	MAR05265	apoB100|ic	methionine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7177	MAR05265	apoB100|ic	tyrosine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7178	MAR05265	apoB100|ic	tryptophan|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7179	MAR05265	apoB100|ic	serine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7180	MAR05265	apoB100|ic	phenylalanine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7181	MAR05265	apoB100|ic	alanine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7182	MAR05265	apoB100|ic	isoleucine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7183	MAR05265	apoB100|ic	aspartate|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7184	MAR05265	apoB100|ic	histidine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7185	MAR05265	apoB100|ic	proline|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7186	MAR05265	apoB100|ic	glutamate|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7187	MAR05265	apoB100|ic	leucine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7188	MAR05265	apoB100|ic	cysteine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7189	MAR05265	apoB100|ic	asparagine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7190	MAR05272	fibrinogen|ic	lysine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7191	MAR05272	fibrinogen|ic	valine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7192	MAR05272	fibrinogen|ic	threonine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7193	MAR05272	fibrinogen|ic	glycine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7194	MAR05272	fibrinogen|ic	glutamine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7195	MAR05272	fibrinogen|ic	arginine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7196	MAR05272	fibrinogen|ic	methionine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7197	MAR05272	fibrinogen|ic	tyrosine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7198	MAR05272	fibrinogen|ic	tryptophan|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7199	MAR05272	fibrinogen|ic	serine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7200	MAR05272	fibrinogen|ic	phenylalanine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7201	MAR05272	fibrinogen|ic	alanine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7202	MAR05272	fibrinogen|ic	isoleucine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7203	MAR05272	fibrinogen|ic	aspartate|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7204	MAR05272	fibrinogen|ic	histidine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7205	MAR05272	fibrinogen|ic	proline|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7206	MAR05272	fibrinogen|ic	glutamate|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7207	MAR05272	fibrinogen|ic	leucine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7208	MAR05272	fibrinogen|ic	cysteine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7209	MAR05272	fibrinogen|ic	asparagine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7210	MAR05274	haptoglobin|ic	lysine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7211	MAR05274	haptoglobin|ic	valine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7212	MAR05274	haptoglobin|ic	threonine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7213	MAR05274	haptoglobin|ic	glycine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7214	MAR05274	haptoglobin|ic	glutamine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7215	MAR05274	haptoglobin|ic	arginine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7216	MAR05274	haptoglobin|ic	methionine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7217	MAR05274	haptoglobin|ic	tyrosine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7218	MAR05274	haptoglobin|ic	tryptophan|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7219	MAR05274	haptoglobin|ic	serine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7220	MAR05274	haptoglobin|ic	phenylalanine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7221	MAR05274	haptoglobin|ic	alanine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7222	MAR05274	haptoglobin|ic	isoleucine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7223	MAR05274	haptoglobin|ic	aspartate|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7224	MAR05274	haptoglobin|ic	histidine|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7225	MAR05274	haptoglobin|ic	proline|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
7226	MAR05274	haptoglobin|ic	glutamate|ic	CTSA CTSG LGMN CTSZ CTSH CTSC CTSD NAPSA CTSL CTSV CTSK CTSS CTSB TPP1 CTSW CTSF CTSE CTSO
